index,SMILES,new_SMILES
0,CC1(C)O[C@H]2[C@@H]3OS(=O)(=O)O[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1,CC1(C)OC2C3OS(=O)(=O)OC3COC2(COS(N)(=O)=O)O1
1,CNC(=O)c1cccc(C)c1Nc1nc(N2CCN(c3ccccc3Cl)CC2)nc(N2CSC[C@H]2C(=O)NCC(=O)NO)n1,CNC(=O)c1cccc(C)c1Nc1nc(N2CCN(c3ccccc3Cl)CC2)nc(N2CSCC2C(=O)NCC(=O)NO)n1
2,CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(C)c2cn1,CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(C)c2cn1
3,Clc1ccccc1Nc1ccnc(Nc2ccc(-c3nnn[nH]3)cc2)n1,Clc1ccccc1Nc1ccnc(Nc2ccc(-c3nnn[nH]3)cc2)n1
4,Cc1c(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5S(=O)(=O)O)c(C)c4S(=O)(=O)O)c(C)c3CCC(=O)O,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5S(=O)(=O)O)C(C)=C4S(=O)(=O)O)c(C)c3CCC(=O)O
5,COc1cc2c(c(OC)c1)[C@@H]1[C@H]3CCC[C@@H](C(=O)N1CC2)N3C(=O)C(=O)c1cc(OC)c(OC)c(OC)c1,COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)c1cc(OC)c(OC)c(OC)c1
6,C[C@@H]1O[C@@H](OC2=C(O)c3c(O)cc(O)cc3O[C@@H]2c2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O,CC1OC(OC2=C(O)c3c(O)cc(O)cc3OC2c2ccc(O)cc2)C(O)C(O)C1O
7,COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)/C=C/C[C@H](NC(=O)c1c(F)cc(C)cc1F)c1nc-2c(Cl)[nH]1,COC(=O)Nc1ccc2c(c1)NC(=O)CC(C)C=CCC(NC(=O)c1c(F)cc(C)cc1F)c1nc-2c(Cl)[nH]1
8,Nc1ncnc2c1ccn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[PH](=O)(=O)O)[C@@H](O)[C@H]1O,Nc1ncnc2c1ccn2C1OC(COP(=O)(O)OP(=O)(O)O[PH](=O)(=O)O)C(O)C1O
9,NCCNC(=O)c1cncc(-c2cnc(Nc3cc(N4CCOCC4)ccn3)s2)c1,NCCNC(=O)c1cncc(-c2cnc(Nc3cc(N4CCOCC4)ccn3)s2)c1
10,CC(C)[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)CN)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@@H](C)O,CC(C)C(NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)NC(=O)CN)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(C)O
11,CCCCS(=O)(=O)Nc1ccc2c3c(cccc13)C(=O)N2CC,CCCCS(=O)(=O)Nc1ccc2c3c(cccc13)C(=O)N2CC
12,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](C)N)C(=O)N[C@@H](COP(=O)(O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)O,CC(C)CC(NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(C)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)N)C(=O)NC(COP(=O)(O)O)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)O
13,CC(=O)N[C@H]1CO[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,CC(=O)NC1COC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2NC(C)=O)C1O
14,CCOC(=O)NCc1ccc(-n2c(-c3cc(C(C)C)c(O)cc3O)n[nH]c2=S)cc1,CCOC(=O)NCc1ccc(-n2c(-c3cc(C(C)C)c(O)cc3O)n[nH]c2=S)cc1
15,O=C(Oc1ccc2c3c(cccc13)C(=O)O2)c1ccc([N+](=O)[O-])cc1,O=C(Oc1ccc2c3c(cccc13)C(=O)O2)c1ccc([N+](=O)[O-])cc1
16,O=[N+]([O-])c1ccc(O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,O=[N+]([O-])c1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
17,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,CCC(C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F
19,CC1(C)CN=C(N2CCN(c3ncnc4sc(C(F)(F)C(F)(F)F)cc34)CC2)S1,CC1(C)CN=C(N2CCN(c3ncnc4sc(C(F)(F)C(F)(F)F)cc34)CC2)S1
20,Nc1ncc([C@@H]2SCC[C@H]2C2CC2)nc1[C@H]1CC[C@@H](C(=O)O)CC1,Nc1ncc(C2SCCC2C2CC2)nc1C1CCC(C(=O)O)CC1
21,CCc1ccc([C@H]2C[C@@H](C)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)cc1,CCc1ccc(C2CC(C)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)cc1
22,Cc1ccn(-c2ccc3c(c2)NCC3(C)C)c(=O)c1-c1ccc2nc(N)ncc2c1,Cc1ccn(-c2ccc3c(c2)NCC3(C)C)c(=O)c1-c1ccc2nc(N)ncc2c1
23,NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1,NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1
24,CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)O)C(C)C,CC(C)CC(NC(=O)C(C)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)O)C(C)C
25,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,COC1OC(CO)C(O)C(O)C1O
26,c1ccc(Nc2nc(Nc3ccccc3)n3nccc3n2)cc1,c1ccc(Nc2nc(Nc3ccccc3)n3nccc3n2)cc1
27,CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)NC(=N)OCC3(F)F)c2)nc1,CCOc1ccc(C(=O)Nc2ccc(F)c(C3(C)NC(=N)OCC3(F)F)c2)nc1
28,CS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,CS(=O)(=O)N1CC(C(=O)Nc2ccc(Cl)cc2)C(C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1
29,N=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F,N=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F
30,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)O,CC(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1)C(C)O)C(C)O)C(=O)NC(CCCCN)C(=O)O
31,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(N)CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(N)=O
32,NS(=O)(=O)c1cc(Cl)cc(Cl)c1,NS(=O)(=O)c1cc(Cl)cc(Cl)c1
33,CC(C)C[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCNC(=N)NCCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)O,CC(C)CC(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)NCCC(=O)O)NC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O)C(C)O)C(=O)NC(CCCCN)C(=O)O
34,C=CC(=O)N1CC[C@H](Nc2nc(C[NH+]3CCOCC3)cc(Nc3nc4cccnc4s3)n2)C1,C=CC(=O)N1CCC(Nc2nc(CN3CCOCC3)cc(Nc3nc4cccnc4s3)n2)C1
35,CC(C)C[C@H](NC[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(N)=O,CC(C)CC(NCC(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C1CCCN1C(=O)C(N)CCCN=C(N)N)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(N)=O
36,COc1cc2c(NC3CC[N+](C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCC[N+]1CCCC1,COc1cc2c(NC3CC[N+](C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCC[N+]1CCCC1
37,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1
38,Cc1c(N)nc(C2CC2)nc1Cl,Cc1c(N)nc(C2CC2)nc1Cl
39,O=S(=O)(O)O[C@H]([C@H](O)C[S]1C[C@@H](O)[C@H](O)[C@H]1CO)[C@H](O)[C@@H](O)[C@@H](O)CO,O=S(=O)(O)OC(C(O)C[S]1CC(O)C(O)C1CO)C(O)C(O)C(O)CO
40,N[C@@H](Cc1cc(Cl)c([N+](=O)[O-])cc1CCC(=O)O)C(=O)O,NC(Cc1cc(Cl)c([N+](=O)[O-])cc1CCC(=O)O)C(=O)O
41,O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O,O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O
42,N=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O[C@@H]4[C@@H](CO[PH](=O)(=O)O)O[C@@H](n5cnc6c(N)ncnc65)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1,N=c1[nH]c(=O)c2ncn(C3OC(COP(=O)(O)OC4C(CO[PH](=O)(=O)O)OC(n5cnc6c(N)ncnc65)C4O)C(O)C3O)c2[nH]1
43,NCCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(N)CC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O
45,N[C@H](CO)Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1,NC(CO)Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1
46,C[C@@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCCCC1,CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCCCC1
47,COc1cc(-c2nc(-c3cc(OC)c(OC)c(OC)c3)cnc2N)ccc1C(=O)O,COc1cc(-c2nc(-c3cc(OC)c(OC)c(OC)c3)cnc2N)ccc1C(=O)O
48,COc1ccc(Nc2nc(N3CC[C@H](NC(=O)c4ccc(C(=O)O)cc4)C3)nc3scnc23)cc1OC,COc1ccc(Nc2nc(N3CCC(NC(=O)c4ccc(C(=O)O)cc4)C3)nc3scnc23)cc1OC
49,CC(C)(C)c1cc(C(=O)N2CCOCC2)ccc1O,CC(C)(C)c1cc(C(=O)N2CCOCC2)ccc1O
50,COc1ccc2[nH]ccc2c1,COc1ccc2[nH]ccc2c1
51,CSc1nc(Cl)c(C=O)c(NCc2ccc(S(N)(=O)=O)cc2)n1,CSc1nc(Cl)c(C=O)c(NCc2ccc(S(N)(=O)=O)cc2)n1
52,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C@H](O)[C@H]3C2)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)OC2CC3OCC(O)C3C2)cc1
53,CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1,CC(C)CCN(CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1
54,CCOc1cc(-c2nc(-c3cc(OC)c(OC)c(OC)c3)cnc2N)ccc1C(=O)O,CCOc1cc(-c2nc(-c3cc(OC)c(OC)c(OC)c3)cnc2N)ccc1C(=O)O
55,O=C(O)C[C@@]12O[C@H]3C=CCN[C@H]3[C@@H]1C(=O)N[C@H]2C(=O)O,O=C(O)CC12OC3C=CCNC3C1C(=O)NC2C(=O)O
56,CC(=O)N[C@H]1C(=O)O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)NC1C(=O)OC(CO)C(O)C1O
57,C/C(=C1/C(=O)Nc2ccc(O)cc21)c1ccc[nH]1,CC(=C1C(=O)Nc2ccc(O)cc21)c1ccc[nH]1
58,CN=C(NC)NCCCC(NC(=O)C(C)N)C(=O)NC(C(=O)NC(CCCC[NH+](C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C)C(=O)NC(C)C(=O)O)C(C)O)C(C)O,CN=C(NC)NCCCC(NC(=O)C(C)N)C(=O)NC(C(=O)NC(CCCCN(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C)C(=O)NC(C)C(=O)O)C(C)O)C(C)O
59,C[C@@H]1CCN(C(=O)N2CC[C@@H](S(=O)(=O)c3ccccc3)C2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CC1CCN(C(=O)N2CCC(S(=O)(=O)c3ccccc3)C2)CC1N(C)c1ncnc2[nH]ccc12
60,C[C@H](N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH+](C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)O)[C@@H](C)O,CC(N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(CCCCN(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C)C(=O)O)C(C)O)C(C)O
61,CCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)[C@H](C)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)C(C)C,CCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(C)NC(=O)C(C)N)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)NC(C(=O)O)C(C)C
62,Cc1ccc2nc(C)c(-c3ccn[nH]3)n2c1,Cc1ccc2nc(C)c(-c3ccn[nH]3)n2c1
63,CNC(=O)CC[C@H](C[C@H](N)C(=O)O)C(=O)O,CNC(=O)CCC(CC(N)C(=O)O)C(=O)O
64,CC(C)C[C@H](CNC(=O)CCCN)Cc1ccc2c(c1C(=O)O)OCO2,CC(C)CC(CNC(=O)CCCN)Cc1ccc2c(c1C(=O)O)OCO2
65,CC(C)=CCN(C(=O)N(C)[C@H]1CC[C@H](c2ccncc2)CC1)c1cccc(Oc2ccccc2)c1,CC(C)=CCN(C(=O)N(C)C1CCC(c2ccncc2)CC1)c1cccc(Oc2ccccc2)c1
66,COC(=O)N[C@H](C(=O)N[N@H+](CCC[C@@]1(O)Cc2ccc(cc2)C/C=C\CNC(=O)[C@H](C(C)(C)C)NC1=O)Cc1ccc(Br)cc1)C(C)(C)C,COC(=O)NC(C(=O)N[NH+](CCCC1(O)Cc2ccc(cc2)CC=CCNC(=O)C(C(C)(C)C)NC1=O)Cc1ccc(Br)cc1)C(C)(C)C
67,CC(C)C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O,CC(C)CC(N)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)O
68,C[N+](C)(C)CCO[PH](=O)(=O)Oc1ccc([N+](=O)[O-])cc1,C[N+](C)(C)CCO[PH](=O)(=O)Oc1ccc([N+](=O)[O-])cc1
69,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCCC[NH+]2CCOCC2)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCCCN2CCOCC2)cc1
70,CCOc1cc(OC(C)C)c(F)c([C@@H](Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3)c[nH]2)c1,CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3)c[nH]2)c1
71,c1ccc(CNc2ncnc3nc[nH]c23)cc1,c1ccc(CNc2ncnc3nc[nH]c23)cc1
72,CC(C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCC(=O)O)C(N)=O,CC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCCN1C(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)CCC(=O)O)C(N)=O
73,Cn1ccnc1-c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(N3CCC[C@@H](C(=O)O)C3)c2F)c1,Cn1ccnc1-c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(N3CCCC(C(=O)O)C3)c2F)c1
74,COc1cccc(Nc2ncc(-c3ccc(C(=O)NCC(=O)Nc4ccccc4)cc3)c(OCC3CCNCC3)n2)c1,COc1cccc(Nc2ncc(-c3ccc(C(=O)NCC(=O)Nc4ccccc4)cc3)c(OCC3CCNCC3)n2)c1
75,Cc1cn2nc(N)nc2nc1OC(C)C,Cc1cn2nc(N)nc2nc1OC(C)C
76,Cc1nc2cccc3c2nc1N[C@H](C)/C=C\C[C@H]1CNC(=O)c2cc-3[nH]c21,Cc1nc2cccc3c2nc1NC(C)C=CCC1CNC(=O)c2cc-3[nH]c21
77,C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1,CC(N)C1CCC(C(=O)Nc2ccncc2)CC1
78,OC[C@H]1O[C@@H](c2cn([C@@H]3[C@@H](CO)O[C@@H](n4cc([C@@H]5O[C@H](CO)[C@@H](n6cc(CO[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)nn6)[C@H](O)[C@H]5O)nn4)[C@H](O)[C@H]3O)nn2)[C@H](O)[C@@H](O)[C@@H]1n1cc(CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)nn1,OCC1OC(OCc2cn(C3C(CO)OC(c4cn(C5OC(CO)C(n6cc(C7OC(CO)C(n8cc(COC9OC(CO)C(O)C(O)C9O)nn8)C(O)C7O)nn6)C(O)C5O)nn4)C(O)C3O)nn2)C(O)C(O)C1O
79,Cc1ccn(-c2cccc(C(F)(F)F)c2)c(=O)c1-c1ccc2nc(N)ncc2c1,Cc1ccn(-c2cccc(C(F)(F)F)c2)c(=O)c1-c1ccc2nc(N)ncc2c1
80,C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)N2CCCC2)C2C=C2)C1=O,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)N2CCCC2)C2C=C2)C1=O
81,N=c1ccn([C@@H]2O[C@H](COP(=O)(O)O[PH](=O)(=O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,N=c1ccn(C2OC(COP(=O)(O)O[PH](=O)(=O)O)C(O)C2O)c(=O)[nH]1
82,COc1cc2c(cc1OC)CN(S(N)(=O)=O)CC2,COc1cc2c(cc1OC)CN(S(N)(=O)=O)CC2
83,COc1ccc(C2=NO[C@@]3(C2)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1,COc1ccc(C2=NOC3(C2)OC(CO)C(O)C(O)C3O)cc1
84,Cn1cnc2c1c(=O)n(CCCn1c(=O)c3nc[nH]c3n(C)c1=O)c(=O)n2C,Cn1cnc2c1c(=O)n(CCCn1c(=O)c3nc[nH]c3n(C)c1=O)c(=O)n2C
85,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O,CCC(C)C(NC(=O)C(N)CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NC(CC(C)C)C(=O)O
86,NCCCCNC1=N[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,NCCCCNC1=NC(CO)C(O)C(O)C1O
87,O=C(C[N@H+]1C[C@H](NC(=O)c2ccc(Cl)s2)C[C@H]1CO)Nc1ccc(-n2ccccc2=O)cc1F,O=C(C[NH+]1CC(NC(=O)c2ccc(Cl)s2)CC1CO)Nc1ccc(-n2ccccc2=O)cc1F
88,Cc1c(N)cccc1N,Cc1c(N)cccc1N
89,CS(=O)(=O)Nc1cccc(-c2cnc(N)c(C(=O)NCC3CCNCC3)n2)c1,CS(=O)(=O)Nc1cccc(-c2cnc(N)c(C(=O)NCC3CCNCC3)n2)c1
90,NCCc1ccc(O)c(C2CCCCC2)c1,NCCc1ccc(O)c(C2CCCCC2)c1
91,O=C1NS(=O)(=O)Nc2nc[nH]c21,O=C1NS(=O)(=O)Nc2nc[nH]c21
92,C[C@H](N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)[C@@H](C)O)[C@@H](C)O,CC(N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(CCCC[N+](C)(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)O)C(C)O)C(C)O
93,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@H]([NH+](C)C)C4)cc3)ncc2F)n1C(C)C,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCC(N(C)C)C4)cc3)ncc2F)n1C(C)C
94,CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C,CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C
95,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC1=O,CCC(C)C1NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC1=O
