index,SMILES,new_SMILES
3305,COc1cccc([C@@H]2C=C(c3ccc(C(=O)O)cc3)[C@H](C#N)C(=O)N2)c1,COc1cccc(C2C=C(c3ccc(C(=O)O)cc3)C(C#N)C(=O)N2)c1
3306,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](COP(=O)(O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)NC(COP(=O)(O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O
3307,O=C[C@H](O)COP(=O)(O)O,O=CC(O)COP(=O)(O)O
3308,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc2ncsc2c1,CCC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc2ncsc2c1
3309,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](COP(=O)(O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)C(C)C,CCC(C)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(COP(=O)(O)O)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(N)CCCN=C(N)N)C(=O)NC(CO)C(=O)NC(C(=O)O)C(C)C
3310,CC(C)(C)NC(=O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1,CC(C)(C)NC(=O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1
3311,CC(=O)N[C@H]1CN[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)NC1CNC(CO)C(O)C1O
3312,C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CO)C(=O)O,CC(NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(N)CCCCN)C(C)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCC[N+](C)(C)C)C(=O)NC(CO)C(=O)O
3314,N/C=C1/NN(c2cccc(C(F)(F)F)c2)C(=O)N(CCC[N+]2CCCCC2)C1=O,NC=C1NN(c2cccc(C(F)(F)F)c2)C(=O)N(CCC[N+]2CCCCC2)C1=O
3315,NC(=O)c1cccc(NC(=O)/C=C\C(=O)O)c1,NC(=O)c1cccc(NC(=O)C=CC(=O)O)c1
3316,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(F)cc(F)c1O2,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(F)cc(F)c1O2
3317,N#Cc1cnn2c1N=C(Cl)[C@H](Cc1ccccc1)C2=O,N#Cc1cnn2c1N=C(Cl)C(Cc1ccccc1)C2=O
3318,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1C[NH+]1CCOCC1,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1
3319,CC(C)C[C@H](N)CO,CC(C)CC(N)CO
3320,C[C@@]12C=CC[C@H]1[C@@H]1CC[C@H]3C[C@H](O)CC[C@]3(C)[C@H]1CC2,CC12C=CCC1C1CCC3CC(O)CCC3(C)C1CC2
3321,Cc1ccccc1/C(O)=C/C(=O)C(=O)O,Cc1ccccc1C(=O)CC(=O)C(=O)O
3322,COC(=O)c1c(O)cccc1OCCCCNC(=O)[C@H](Cc1ccc(OCC(=O)O)c(O)c1)NC(C)=O,COC(=O)c1c(O)cccc1OCCCCNC(=O)C(Cc1ccc(OCC(=O)O)c(O)c1)NC(C)=O
3323,CCCO[C@@]1(C(=O)O)O[C@H]([C@H](O)CO)[C@H](O)[C@H](O)[C@@H]1O,CCCOC1(C(=O)O)OC(C(O)CO)C(O)C(O)C1O
3324,O=C(N[C@@H](CCCCNC(=O)c1ccc(I)cc1)C(=O)O)N[C@@H](C[C@H]1CO1)C(=O)O,O=C(NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)O)NC(CC1CO1)C(=O)O
3325,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)NO)CC(C)C
3326,CNC(=O)c1ccn2c(O)cc(-c3ccccc3)nc12,CNC(=O)c1ccn2c(O)cc(-c3ccccc3)nc12
3327,COc1cnc2ccc([C@@](C)(F)c3nnc4c(F)cc(-c5cc(C)no5)cn34)cc2c1,COc1cnc2ccc(C(C)(F)c3nnc4c(F)cc(-c5cc(C)no5)cn34)cc2c1
3328,COc1ccc(S(=O)(=O)N2Cc3cc(-c4ccc(C=O)o4)ccc3N(Cc3cncn3C)C[C@H]2Cc2ccc(O)cc2)cc1,COc1ccc(S(=O)(=O)N2Cc3cc(-c4ccc(C=O)o4)ccc3N(Cc3cncn3C)CC2Cc2ccc(O)cc2)cc1
3329,O=P(O)(O)C(F)(F)c1ccc(C[C@](C/C=C/c2ccccc2)(c2nc3ccccc3s2)n2nnc3ccccc32)cc1,O=P(O)(O)C(F)(F)c1ccc(CC(CC=Cc2ccccc2)(c2nc3ccccc3s2)n2nnc3ccccc32)cc1
3330,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CCNCCc1c[nH]c2ccccc12,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CCNCCc1c[nH]c2ccccc12
3331,CC(C)[C@@H]1NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCNC(=O)C(F)(F)F)NC1=O,CC(C)C1NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CSCC(C(N)=O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCNC(=O)C(F)(F)F)NC1=O
3332,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)CC,CCC(C)C(NC(=O)C(N)CCC(=O)O)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)O)C(C)CC
3333,CNC(=O)Nc1cc(OC)cc(NC(=O)NS(=O)(=O)c2cc(C)c(CCOC)s2)n1,CNC(=O)Nc1cc(OC)cc(NC(=O)NS(=O)(=O)c2cc(C)c(CCOC)s2)n1
3334,COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC
3335,CCc1cc(-c2n[nH]c(C(=O)O)c2-c2ccc3c(c2)OCO3)c(O)cc1O,CCc1cc(-c2n[nH]c(C(=O)O)c2-c2ccc3c(c2)OCO3)c(O)cc1O
3336,O=C1NCC2(CCNCC2)c2[nH]c(-c3ccnc(-c4ccc5c(c4)OCO5)n3)cc21,O=C1NCC2(CCNCC2)c2[nH]c(-c3ccnc(-c4ccc5c(c4)OCO5)n3)cc21
3337,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,CCC(C)C(NC(=O)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)C(C)C)C(C)C)C(C)C)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O
3338,O=c1cc(N2CCOCC2)[nH][c+]2n1CC[C@@H](C(F)(F)F)N2C[C@H](O)c1ccccc1,O=c1cc(N2CCOCC2)[nH][c+]2n1CCC(C(F)(F)F)N2CC(O)c1ccccc1
3339,CC(=O)N[C@@H](Cc1ccc(C(C(=O)O)C(=O)O)c(C(=O)O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,CC(=O)NC(Cc1ccc(C(C(=O)O)C(=O)O)c(C(=O)O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O
3340,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)c4ccccc4)c(C)c23)c1,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NC(C)c4ccccc4)c(C)c23)c1
3341,O=S(=O)(c1ccc(F)cc1)N1CCOc2cccc(Nc3ccccc3F)c2C1,O=S(=O)(c1ccc(F)cc1)N1CCOc2cccc(Nc3ccccc3F)c2C1
3342,O=C(CCC(O)(O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O,O=C(CCC(O)(O)C(Cc1ccccc1)NC(=O)c1ccccc1)NC(Cc1ccccc1)C(=O)O
3343,O=c1c(O)c(-c2cccc(O)c2)oc2ccc(O)cc12,O=c1c(O)c(-c2cccc(O)c2)oc2ccc(O)cc12
3344,CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)CNC(=O)CN)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O,CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCCNC(C)=O)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)CNC(=O)CN)C(C)C)C(=O)NC(CCC(N)=O)C(=O)O
3345,Oc1ccc(Sc2ccc(O)cc2)cc1,Oc1ccc(Sc2ccc(O)cc2)cc1
3346,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)C/C=C/CNC(=O)C/C=C/CNC(=O)CCCCC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(C)=O)C(=O)N1CCC[C@H]1C(N)=O,CCC(C)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CC=CCNC(=O)CC=CCNC(=O)CCCCC(=O)C(CCCN=C(N)N)NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(C)=O)C(=O)N1CCCC1C(N)=O
3347,CCCC(=O)Nc1cc(NS(=O)(=O)c2cccs2)cc(-c2csc(=O)[nH]2)c1,CCCC(=O)Nc1cc(NS(=O)(=O)c2cccs2)cc(-c2csc(=O)[nH]2)c1
3348,C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)O,CC(N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)O
3349,Nc1nccc(-c2cccnc2)n1,Nc1nccc(-c2cccnc2)n1
3350,N#Cc1cn([C@@H]2O[C@H](CO[PH](=O)(=O)O)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,N#Cc1cn(C2OC(CO[PH](=O)(=O)O)C(O)C2O)c(=O)[nH]c1=O
3351,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1
3352,CNCc1ccc2c(c1)c1ccccc1n2CCF,CNCc1ccc2c(c1)c1ccccc1n2CCF
3353,CCCCN[C@H]1C[C@@H](C)[N][C@@H]2NC(Nc3cc(Cl)ccc3C)=NN12,CCCCNC1CC(C)[N]C2NC(Nc3cc(Cl)ccc3C)=NN12
3354,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1O[C@@H](C3CCCCC3)O[C@]12C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CC1OC(C3CCCCC3)OC12C(=O)CO
3355,CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c2)cc1,CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c2)cc1
3356,NCCCC[C@H](NC(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CO)CCCN=C(N)N,NCCCCC(NC(=O)c1ccc2ccccc2c1)C(=O)NC(CCCCN)C(=O)NC(CO)CCCN=C(N)N
3357,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)CN)[C@@H](C)CC)[C@@H](C)O)C(=O)O,CCC(C)C(NC(=O)CNC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCCN)NC(=O)CN)C(C)CC)C(C)O)C(=O)O
3358,NS(=O)(=O)c1ccc(C(=O)NCc2cc(F)c(F)c(F)c2)cc1,NS(=O)(=O)c1ccc(C(=O)NCc2cc(F)c(F)c(F)c2)cc1
3359,Cn1cnc2c1c(=O)n(CCCn1c(=O)c3c(ncn3C)n(C)c1=O)c(=O)n2C,Cn1cnc2c1c(=O)n(CCCn1c(=O)c3c(ncn3C)n(C)c1=O)c(=O)n2C
3360,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCCC2)cc1,N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)COC2CCCCC2)cc1
3361,C[C@@H]1C[N@H+](CC(=O)N2CCc3ccccc32)CCN1,CC1C[NH+](CC(=O)N2CCc3ccccc32)CCN1
3362,O=c1[nH]c2ncccc2c2ccccc12,O=c1[nH]c2ncccc2c2ccccc12
3363,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C
3364,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2ccccc12,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2ccccc12
3365,OCc1cn(CCc2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)nn1,OCc1cn(CCc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)nn1
3366,CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C
3367,O=[N+]([O-])[NH+]=[C+]1NCCN1Cc1ccc(Cl)nc1,O=[N+]([O-])N=[C+]1NCCN1Cc1ccc(Cl)nc1
3368,CC(C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,CC(N)C(=O)NC(C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)O)C(C)C)C(C)C
3369,CCN1[C+](=[NH+]C(C)C)Nc2c(-c3cccnc3)csc2C1O,CCN1[C+](=NC(C)C)Nc2c(-c3cccnc3)csc2C1O
3370,C[C@H](N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,CC(N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCC[N+](C)(C)C)C(=O)NC(CO)C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(CCCCN)C(=O)NC(C)C(=O)O)C(C)O)C(C)O)C(C)O
3371,CCCCCCC[C@@H]1S[C@@H](CC(=O)N(Cc2ccccc2)Cc2ccccc2)C(=O)N1CCCCc1ccc(C(=O)O)cc1,CCCCCCCC1SC(CC(=O)N(Cc2ccccc2)Cc2ccccc2)C(=O)N1CCCCc1ccc(C(=O)O)cc1
3372,CC(=O)N[C@H]1[C@@H](Oc2ccc([N+](=O)[O-])cc2)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CC(=O)NC1C(Oc2ccc([N+](=O)[O-])cc2)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O
3373,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1)[C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CC(C)CC(NC(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C1CCCN1)C(C)O)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(C)C(=O)N1CCCC1C(=O)O
3374,CC[C@H](C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCCN2)cc(S(C)(=O)=O)n1,CCC(C)Nc1cc(C(=O)NC(Cc2ccccc2)C(O)C2CCCN2)cc(S(C)(=O)=O)n1
3375,C/C=C/CC[C@H]1C(=O)CC[C@@H]1CC(=O)O,CC=CCCC1C(=O)CCC1CC(=O)O
3376,N#Cc1cccc(-c2nc(-c3cccnc3)no2)c1,N#Cc1cccc(-c2nc(-c3cccnc3)no2)c1
3377,O=C(O)C(=O)O,O=C(O)C(=O)O
3378,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1C=CCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CC=CN1C(=O)[C@@H]1CCCN1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)O,CC(C)CC(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C1C=CCN1C(=O)C1CCCN1C(=O)C1CC=CN1C(=O)C1CCCN1)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)O
3379,CC#CC[C@@H](N)[C@H](O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)OC,CC#CCC(N)C(O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)OC
3380,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@@H](N)CCCN=C(N)N)C(C)C)C(=O)O,CC(C)CC(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)CNC(=O)C(N)CCCN=C(N)N)C(C)C)C(=O)O
3381,O=C(O)c1ccc(OC[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)cc1,O=C(O)c1ccc(OCC(C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)cc1
3382,CCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C,CCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C
3383,O=c1[nH]c2ccccc2nc1C(F)(F)F,O=c1[nH]c2ccccc2nc1C(F)(F)F
3384,CN=C(NC)NCCCC(NC(=O)CNC(=O)C(C)N)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)O)C(C)C,CN=C(NC)NCCCC(NC(=O)CNC(=O)C(C)N)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)O)C(C)C
3385,COc1ccc(S(=O)(=O)N[C@H](CO)C(=O)NO)cc1,COc1ccc(S(=O)(=O)NC(CO)C(=O)NO)cc1
3386,NC(=O)c1c(Nc2ccc(I)cc2F)cc(F)cc1OCC[C@@H](O)CO,NC(=O)c1c(Nc2ccc(I)cc2F)cc(F)cc1OCCC(O)CO
3387,O=CN(O)CCCP(=O)(O)O,O=CN(O)CCCP(=O)(O)O
3388,CCCC(=O)SCC[N+](C)(C)C,CCCC(=O)SCC[N+](C)(C)C
3389,N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1,NC(CC1CCCCC1)C(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1
3390,COc1cc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc(OC)c1OC,COc1cc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc(OC)c1OC
3391,Cc1ccc(O)cc1N1C(O)=C2CCCC[C@@H]2c2c(N)ncnc21,Cc1ccc(O)cc1N1C(O)=C2CCCCC2c2c(N)ncnc21
3392,CC(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)N[C@@H](CCCNC(=O)c1cccc(I)c1)C(N)=O,CC(=O)NC(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC(CCCNC(=O)c1cccc(I)c1)C(N)=O
3393,NC(=O)C1=CCN(COCN2C=CC=C/C2=C\N=O)C=C1,NC(=O)C1=CCN(COCN2C=CC=CC2=CN=O)C=C1
3394,N#CNC(=Nc1ccncc1)NCCCCCCOc1ccc(Cl)cc1,N#CNC(=Nc1ccncc1)NCCCCCCOc1ccc(Cl)cc1
3396,O=C(N[C@@H](COc1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1)c1cccn(Cc2ccc(F)c(F)c2)c1=O,O=C(NC(COc1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1)c1cccn(Cc2ccc(F)c(F)c2)c1=O
3397,CP(=O)(O)N1CCC[C@H]1C(=O)O,CP(=O)(O)N1CCCC1C(=O)O
3398,CSc1nc(-c2ccc(C)cc2C)c2c(C#N)c[nH]c2n1,CSc1nc(-c2ccc(C)cc2C)c2c(C#N)c[nH]c2n1
3399,N=C1CSc2ccccc2N1,N=C1CSc2ccccc2N1
3400,COc1ccccc1Nc1nc(C=N)nc2c1ncn2C1CCCC1,COc1ccccc1Nc1nc(C=N)nc2c1ncn2C1CCCC1
3401,CC(=O)Nc1cc2nc(N)sc2cc1C,CC(=O)Nc1cc2nc(N)sc2cc1C
3402,Cc1cc(/N=N/c2ccccc2C(=O)O)cc(C)c1O,Cc1cc(N=Nc2ccccc2C(=O)O)cc(C)c1O
3403,CC(=O)N1C[C@H](O)C[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,CC(=O)N1CC(O)CC1C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1
3404,CC(C)C[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N)[C@@H](C)O)C(=O)O,CC(C)CC(NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)CCCN=C(N)N)C(C)O)C(=O)O
3405,Nc1nc(-c2ccccc2)c(Br)c(=O)[nH]1,Nc1nc(-c2ccccc2)c(Br)c(=O)[nH]1
