DrugBank ID,SMILES,Ro5,bRo5,eRo5
DB00645,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1,True,False,False
DB00646,C[C@H]1O[C@H](OC2CC3O[C@@](O)(CC(O)C3C(O)=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,False,True,False
DB00647,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,True,False,False
DB00648,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,False,False,False
DB00649,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,False,False,False
DB00650,[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2,False,False,False
DB00651,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O,False,False,False
DB00652,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C,True,False,False
DB00654,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,True,False,False
DB00655,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,True,False,False
DB00656,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,True,False,False
DB00657,CNC1(C)C2CCC(C2)C1(C)C,True,False,False
DB00659,CC(=O)NCCCS(O)(=O)=O,False,False,False
DB00660,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,True,False,False
DB00661,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,False,False,False
DB00662,COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,True,False,False
DB00664,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1,True,False,False
DB00665,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,True,False,False
DB00666,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,False,True,False
DB00668,CNC[C@H](O)C1=CC(O)=C(O)C=C1,True,False,False
DB00669,CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1,True,False,False
DB00670,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,True,False,False
DB00671,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O,False,False,False
DB00672,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,True,False,False
DB00673,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,False,False,True
DB00674,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,True,False,False
DB00675,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,False,False,False
DB00676,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,True,False,False
DB00677,CC(C)OP(F)(=O)OC(C)C,True,False,False
DB00678,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,True,False,False
DB00679,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,False,False,False
DB00680,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,True,False,False
DB00681,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2,False,True,False
DB00682,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,True,False,False
DB00683,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,True,False,False
DB00684,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,False,False,False
DB00685,[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,True,False,False
DB00686,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,False,True,False
DB00687,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,True,False,False
DB00688,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,True,False,False
DB00689,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,False,False,False
DB00690,CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,True,False,False
DB00691,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,True,False,False
DB00692,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,True,False,False
DB00693,OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1,True,False,False
DB00694,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O,False,True,False
DB00695,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,True,False,False
DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,False,False,True
DB00697,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,True,False,False
DB00698,[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,True,False,False
DB00699,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC,True,False,False
DB00700,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,True,False,False
DB00701,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,False,False,True
DB00703,CN1N=C(SC1=NC(C)=O)S(N)(=O)=O,False,False,False
DB00704,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,True,False,False
DB00705,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,True,False,False
DB00706,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,True,False,False
DB00708,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,True,False,False
DB00709,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,False,False,False
DB00710,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,True,False,False
DB00711,CCN(CC)C(=O)N1CCN(C)CC1,True,False,False
DB00712,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,True,False,False
DB00713,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O,True,False,False
DB00714,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,True,False,False
DB00715,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,True,False,False
DB00716,CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O,True,False,False
DB00717,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],True,False,False
DB00718,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C,False,True,False
DB00719,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,True,False,False
DB00720,OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,True,False,False
DB00721,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,True,False,False
DB00722,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,True,False,False
DB00723,COC1=CC(C(O)C(C)N)=C(OC)C=C1,True,False,False
DB00724,CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N,True,False,False
DB00725,[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1,True,False,False
DB00726,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,True,False,False
DB00727,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,False,False,False
DB00728,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,False,False,True
DB00730,N1C2=CC=CC=C2N=C1C1=CSC=N1,True,False,False
DB00731,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,True,False,False
DB00733,C[N+]1=C(\C=N\O)C=CC=C1,True,False,False
DB00734,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,True,False,False
DB00735,CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12,True,False,False
DB00736,COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,True,False,False
DB00737,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,False,False,False
DB00738,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,True,False,False
DB00739,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O,True,False,False
DB00740,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,True,False,False
DB00741,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,True,False,False
DB00742,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,False,False,False
DB00744,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,True,False,False
DB00745,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,True,False,False
DB00746,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,False,True,False
DB00747,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,True,False,False
DB00748,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,True,False,False
DB00749,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,True,False,False
DB00750,CCCNC(C)C(=O)NC1=CC=CC=C1C,True,False,False
DB00751,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,True,False,False
DB00752,NC1CC1C1=CC=CC=C1,True,False,False
DB00753,FC(F)OC(Cl)C(F)(F)F,True,False,False
DB00754,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,True,False,False
DB00756,OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl,False,False,False
DB00757,[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2,True,False,False
DB00758,[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,True,False,False
DB00759,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,False,False,False
DB00760,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],False,False,False
DB00762,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,False,False,True
DB00763,CN1C=CNC1=S,True,False,False
DB00764,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,True,False,False
DB00765,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,True,False,False
DB00766,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO,False,False,False
DB00768,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,True,False,False
DB00769,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,True,False,False
DB00770,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,True,False,False
DB00771,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,True,False,False
DB00772,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,True,False,False
DB00773,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,False,True,False
DB00774,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,True,False,False
DB00775,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,True,False,False
DB00776,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,True,False,False
DB00777,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,True,False,False
DB00778,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,False,True,False
DB00779,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,True,False,False
DB00780,NNCCC1=CC=CC=C1,True,False,False
DB00782,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,True,False,False
DB00783,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,True,False,False
DB00784,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,True,False,False
DB00787,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,False,False,False
DB00788,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,True,False,False
DB00790,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,True,False,False
DB00791,ClCCN(CCCl)C1=CNC(=O)NC1=O,True,False,False
DB00792,CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1,True,False,False
DB00793,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI,True,False,False
DB00794,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,True,False,False
DB00795,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,True,False,False
DB00796,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1,False,True,False
DB00797,C(C1=NCCN1)C1=CC=CC=C1,True,False,False
DB00798,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,False,False,False
DB00799,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1,True,False,False
DB00800,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,True,False,False
DB00801,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,True,False,False
DB00802,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,True,False,False
DB00803,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,False,True,False
DB00804,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,True,False,False
DB00805,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,True,False,False
DB00806,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,True,False,False
DB00807,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,True,False,False
DB00808,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,True,False,False
DB00809,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,True,False,False
DB00810,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,True,False,False
DB00811,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,False,False,False
DB00812,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,True,False,False
DB00813,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,True,False,False
DB00814,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,True,False,False
DB00815,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,True,False,False
DB00816,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,True,False,False
DB00817,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,True,False,False
DB00818,CC(C)C1=CC=CC(C(C)C)=C1O,True,False,False
DB00819,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,False,False,False
DB00820,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,True,False,False
DB00821,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,True,False,False
DB00822,CCN(CC)C(=S)SSC(=S)N(CC)CC,True,False,False
DB00823,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],True,False,False
DB00824,CCCN1C2=C(NC=N2)C(=O)NC1=O,False,False,False
DB00825,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,True,False,False
DB00826,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3,False,True,False
DB00827,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,True,False,False
DB00828,C[C@@H]1O[C@@H]1P(O)(O)=O,False,False,False
DB00829,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,True,False,False
DB00830,CC1NCCOC1C1=CC=CC=C1,True,False,False
DB00831,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,True,False,False
DB00832,CN1C(=O)CC(C1=O)C1=CC=CC=C1,True,False,False
DB00833,[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,True,False,False
DB00834,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],False,False,False
DB00836,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,False,False,False
DB00838,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,True,False,False
DB00839,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,True,False,False
DB00841,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,True,False,False
DB00842,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,True,False,False
DB00843,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,True,False,False
DB00844,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,True,False,False
DB00845,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,False,False,False
DB00846,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,True,False,False
DB00847,NCCS,False,False,False
DB00848,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,True,False,False
DB00849,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,True,False,False
DB00850,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,True,False,False
DB00851,CN(C)\N=N\C1=C(N=CN1)C(N)=O,True,False,False
DB00852,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,True,False,False
DB00853,CN1N=NC2=C(N=CN2C1=O)C(N)=O,False,False,False
DB00854,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,True,False,False
DB00855,NCC(=O)CCC(O)=O,False,False,False
DB00856,OCC(O)COC1=CC=C(Cl)C=C1,True,False,False
DB00857,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,True,False,False
DB00859,[H][C@](N)(C(O)=O)C(C)(C)S,True,False,False
DB00860,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,True,False,False
DB00861,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,True,False,False
DB00862,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,True,False,False
DB00863,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,True,False,False
DB00864,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,False,True,False
DB00865,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,True,False,False
DB00867,C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1,True,False,False
DB00868,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,False,True,False
DB00869,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,True,False,False
DB00870,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,True,False,False
DB00871,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,True,False,False
DB00872,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,False,False,False
DB14596,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,True,False,False
DB00874,COC1=CC=CC=C1OCC(O)CO,True,False,False
DB00875,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,True,False,False
DB00876,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,True,False,False
DB00877,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,False,True,False
DB00878,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,False,True,False
DB00879,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,False,False,False
